STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,AWND,AWND_ATTRIBUTES,PGTM,PGTM_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,WDF2,WDF2_ATTRIBUTES,WDF5,WDF5_ATTRIBUTES,WSF2,WSF2_ATTRIBUTES,WSF5,WSF5_ATTRIBUTES,WT01,WT01_ATTRIBUTES,WT02,WT02_ATTRIBUTES,WT03,WT03_ATTRIBUTES,WT08,WT08_ATTRIBUTES
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,4/15/2023,4.7,",,W",,,0,",,W,2400",,,65,",,W",46,",,W",240,",,W",260,",,W",13,",,W",16.1,",,W",,,,,,,,
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,4/16/2023,5.59,",,W",,,0,",,W,2400",,,65,",,W",49,",,W",160,",,W",140,",,W",12.1,",,W",15,",,W",1,",,W",,,,,1,",,W"
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,4/17/2023,5.37,",,W",,,0,",,W,2400",,,62,",,W",47,",,W",120,",,W",110,",,W",13,",,W",16.1,",,W",1,",,W",,,,,,
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,4/18/2023,7.38,",,W",,,0,",,W,2400",,,68,",,W",45,",,W",260,",,W",260,",,W",23.9,",,W",32,",,W",,,,,,,,
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,4/19/2023,8.95,",,W",,,0,",,W,2400",,,68,",,W",47,",,W",30,",,W",10,",,W",18.1,",,W",23.9,",,W",,,,,,,,
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,4/20/2023,3.36,",,W",,,0,",,W,2400",,,76,",,W",46,",,W",250,",,W",260,",,W",10.1,",,W",13,",,W",1,",,W",,,,,1,",,W"
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,4/21/2023,4.47,",,W",,,0,",,W,2400",,,81,",,W",48,",,W",250,",,W",250,",,W",15,",,W",18.1,",,W",,,,,,,,
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,4/22/2023,4.03,",,W",,,0,",,W,2400",,,77,",,W",52,",,W",20,",,W",20,",,W",19.9,",,W",23.9,",,W",,,,,,,,
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,4/23/2023,5.59,",,W",,,0,",,W,2400",,,67,",,W",52,",,W",150,",,W",160,",,W",12.1,",,W",15,",,W",1,",,W",,,,,1,",,W"
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,4/24/2023,5.37,",,W",,,0,",,W,2400",,,64,",,W",52,",,W",140,",,W",120,",,W",10.1,",,W",14.1,",,W",1,",,W",,,,,1,",,W"
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,4/25/2023,5.82,",,W",,,0,",,W,2400",,,66,",,W",53,",,W",270,",,W",260,",,W",14.1,",,W",16.1,",,W",1,",,W",,,,,1,",,W"
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,4/26/2023,4.7,",,W",,,0,",,W,2400",,,60,",,W",53,",,W",260,",,W",270,",,W",14.1,",,W",17,",,W",1,",,W",1,",,W",,,,
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,4/27/2023,5.82,",,W",,,0,",,W,2400",,,62,",,W",52,",,W",260,",,W",250,",,W",13,",,W",18.1,",,W",1,",,W",1,",,W",,,,
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,4/28/2023,4.92,",,W",,,0,",,W,2400",,,62,",,W",52,",,W",250,",,W",250,",,W",13,",,W",16.1,",,W",1,",,W",,,,,1,",,W"
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,4/29/2023,5.82,",,W",,,0,",,W,2400",,,63,",,W",53,",,W",80,",,W",80,",,W",16.1,",,W",19.9,",,W",1,",,W",,,,,1,",,W"
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,4/30/2023,4.7,",,W",,,0,",,W,2400",,,64,",,W",53,",,W",120,",,W",230,",,W",12.1,",,W",16.1,",,W",1,",,W",,,,,,
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,5/1/2023,8.05,",,W",,,0,",,W,2400",,,69,",,W",47,",,W",250,",,W",270,",,W",23,",,W",34,",,W",,,,,,,,
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,5/2/2023,3.36,",,W",,,0,"T,,W,2400",,,62,",,W",44,",,W",150,",,W",150,",,W",12.1,",,W",15,",,W",,,,,,,,
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,5/3/2023,7.38,",,W",,,0.41,",,W,2400",,,64,",,W",45,",,W",130,",,W",130,",,W",16.1,",,W",19,",,W",1,",,W",,,,,,
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,5/4/2023,5.82,",,W",,,0.14,",,W,2400",,,65,",,W",49,",,W",130,",,W",140,",,W",14.1,",,W",17,",,W",1,",,W",,,,,,
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,5/5/2023,4.92,",,W",,,0.04,",,W,2400",,,65,",,W",50,",,W",270,",,W",250,",,W",14.1,",,W",18.1,",,W",1,",,W",,,,,,
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,5/6/2023,6.26,",,W",,,0,",,W,2400",,,66,",,W",46,",,W",260,",,W",270,",,W",21.9,",,W",27.1,",,W",,,,,,,,
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,5/7/2023,5.37,",,W",,,0,",,W,2400",,,67,",,W",48,",,W",230,",,W",230,",,W",13,",,W",17,",,W",,,,,,,,
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,5/8/2023,4.47,",,W",,,0,",,W,2400",,,72,",,W",49,",,W",250,",,W",250,",,W",17,",,W",21.9,",,W",,,,,,,,
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,5/9/2023,7.61,",,W",,,0,",,W,2400",,,67,",,W",50,",,W",260,",,W",270,",,W",21.9,",,W",28,",,W",,,,,,,,
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,5/10/2023,6.49,",,W",,,0,",,W,2400",,,69,",,W",51,",,W",140,",,W",350,",,W",14.1,",,W",18.1,",,W",,,,,,,,
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,5/11/2023,4.92,",,W",,,0,",,W,2400",,,70,",,W",49,",,W",220,",,W",240,",,W",13,",,W",16.1,",,W",,,,,,,,
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,5/12/2023,4.7,",,W",,,0,",,W,2400",,,70,",,W",50,",,W",240,",,W",240,",,W",12.1,",,W",14.1,",,W",1,",,W",,,,,,
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,5/13/2023,6.04,",,W",,,0,",,W,2400",,,66,",,W",56,",,W",250,",,W",230,",,W",12.1,",,W",15,",,W",1,",,W",1,",,W",,,1,",,W"
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,5/14/2023,6.04,",,W",,,0,",,W,2400",,,69,",,W",56,",,W",260,",,W",90,",,W",10.1,",,W",14.1,",,W",1,",,W",,,,,1,",,W"
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,5/15/2023,4.92,",,W",,,0,",,W,2400",,,63,",,W",57,",,W",260,",,W",260,",,W",13,",,W",14.1,",,W",1,",,W",,,,,1,",,W"
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,5/16/2023,4.92,",,W",,,0,",,W,2400",,,66,",,W",55,",,W",240,",,W",180,",,W",10.1,",,W",17,",,W",1,",,W",,,,,1,",,W"
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,5/17/2023,6.49,",,W",,,0,",,W,2400",,,66,",,W",56,",,W",80,",,W",80,",,W",15,",,W",19.9,",,W",1,",,W",,,,,1,",,W"
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,5/18/2023,5.82,",,W",,,0,",,W,2400",,,66,",,W",57,",,W",270,",,W",130,",,W",10.1,",,W",13,",,W",1,",,W",,,,,1,",,W"
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,5/19/2023,4.25,",,W",,,0,",,W,2400",,,67,",,W",57,",,W",260,",,W",270,",,W",14.1,",,W",17,",,W",1,",,W",,,,,,
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,5/20/2023,5.59,",,W",,,0,",,W,2400",,,68,",,W",58,",,W",110,",,W",240,",,W",12.1,",,W",15,",,W",1,",,W",,,,,,
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,5/21/2023,4.92,",,W",,,0,",,W,2400",,,64,",,W",58,",,W",260,",,W",270,",,W",12.1,",,W",14.1,",,W",1,",,W",,,,,,
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,5/22/2023,4.92,",,W",,,0,",,W,2400",,,64,",,W",57,",,W",260,",,W",240,",,W",13,",,W",15,",,W",1,",,W",,,,,,
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,5/23/2023,4.47,",,W",,,0,",,W,2400",,,65,",,W",57,",,W",250,",,W",240,",,W",10.1,",,W",13,",,W",1,",,W",,,,,1,",,W"
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,5/24/2023,6.04,",,W",,,0,",,W,2400",,,68,",,W",60,",,W",240,",,W",250,",,W",14.1,",,W",16.1,",,W",,,,,,,,
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,5/25/2023,5.59,",,W",,,0,",,W,2400",,,67,",,W",60,",,W",240,",,W",240,",,W",13,",,W",16.1,",,W",,,,,,,,
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,5/26/2023,5.59,",,W",,,0,",,W,2400",,,68,",,W",55,",,W",260,",,W",260,",,W",16.1,",,W",21,",,W",,,,,,,,
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,5/27/2023,4.92,",,W",,,0,",,W,2400",,,68,",,W",50,",,W",240,",,W",240,",,W",13,",,W",16.1,",,W",,,,,,,,
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,5/28/2023,4.7,",,W",,,0,",,W,2400",,,66,",,W",58,",,W",250,",,W",220,",,W",10.1,",,W",13,",,W",,,,,,,1,",,W"
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,5/29/2023,5.14,",,W",,,0,",,W,2400",,,68,",,W",60,",,W",270,",,W",260,",,W",15,",,W",17,",,W",,,,,,,,
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,5/30/2023,4.7,",,W",,,0,",,W,2400",,,68,",,W",60,",,W",250,",,W",250,",,W",17,",,W",21,",,W",,,,,,,,
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,5/31/2023,5.14,",,W",,,0,",,W,2400",,,68,",,W",55,",,W",130,",,W",130,",,W",14.1,",,W",17,",,W",,,,,,,,
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,6/1/2023,4.03,",,W",,,0,",,W,2400",,,69,",,W",52,",,W",270,",,W",250,",,W",10.1,",,W",14.1,",,W",,,,,,,,
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,6/2/2023,5.59,",,W",,,0,",,W,2400",,,71,",,W",54,",,W",240,",,W",240,",,W",15,",,W",19,",,W",,,,,,,,
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,6/3/2023,5.14,",,W",,,0,",,W,2400",,,69,",,W",52,",,W",240,",,W",140,",,W",8.9,",,W",14.1,",,W",,,,,,,,
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,6/4/2023,4.25,",,W",,,0,",,W,2400",,,66,",,W",58,",,W",260,",,W",270,",,W",12.1,",,W",14.1,",,W",1,",,W",,,,,1,",,W"
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,6/5/2023,5.82,",,W",,,0.02,",,W,2400",,,63,",,W",59,",,W",80,",,W",80,",,W",13,",,W",15,",,W",1,",,W",,,,,1,",,W"
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,6/6/2023,4.25,",,W",,,0.19,",,W,2400",,,68,",,W",58,",,W",110,",,W",100,",,W",12.1,",,W",14.1,",,W",1,",,W",,,,,,
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,6/7/2023,4.47,",,W",,,0.01,",,W,2400",,,68,",,W",57,",,W",150,",,W",140,",,W",10.1,",,W",14.1,",,W",1,",,W",,,,,1,",,W"
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,6/8/2023,5.82,",,W",,,0,",,W,2400",,,69,",,W",57,",,W",260,",,W",260,",,W",15,",,W",18.1,",,W",,,,,,,,
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,6/9/2023,4.03,",,W",,,0,",,W,2400",,,66,",,W",56,",,W",260,",,W",250,",,W",10.1,",,W",11,",,W",,,,,,,,
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,6/10/2023,4.7,",,W",,,0,",,W,2400",,,66,",,W",62,",,W",40,",,W",30,",,W",14.1,",,W",17,",,W",1,",,W",,,,,1,",,W"
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,6/11/2023,5.37,",,W",,,0,",,W,2400",,,69,",,W",61,",,W",250,",,W",260,",,W",12.1,",,W",16.1,",,W",1,",,W",,,,,1,",,W"
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,6/12/2023,5.82,",,W",,,0,",,W,2400",,,69,",,W",60,",,W",250,",,W",240,",,W",14.1,",,W",16.1,",,W",,,,,,,,
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,6/13/2023,5.37,",,W",,,0,",,W,2400",,,68,",,W",55,",,W",270,",,W",260,",,W",15,",,W",18.1,",,W",,,,,,,,
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,6/14/2023,5.14,",,W",,,0,",,W,2400",,,67,",,W",58,",,W",130,",,W",130,",,W",8.9,",,W",12.1,",,W",,,,,,,,
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,6/15/2023,5.14,",,W",,,0,",,W,2400",,,69,",,W",60,",,W",260,",,W",270,",,W",10.1,",,W",13,",,W",1,",,W",,,,,1,",,W"
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,6/16/2023,5.59,",,W",,,0,",,W,2400",,,70,",,W",60,",,W",260,",,W",250,",,W",14.1,",,W",17,",,W",,,,,,,,
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,6/17/2023,7.16,",,W",,,0,",,W,2400",,,73,",,W",57,",,W",70,",,W",80,",,W",15,",,W",18.1,",,W",1,",,W",,,,,1,",,W"
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,6/18/2023,6.04,",,W",,,0,",,W,2400",,,68,",,W",57,",,W",90,",,W",70,",,W",14.1,",,W",17,",,W",1,",,W",,,,,1,",,W"
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,6/19/2023,3.8,",,W",,,0,",,W,2400",,,72,",,W",53,",,W",130,",,W",150,",,W",8.9,",,W",13,",,W",,,,,,,,
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,6/20/2023,4.92,",,W",,,0,",,W,2400",,,75,",,W",51,",,W",130,",,W",150,",,W",14.1,",,W",16.1,",,W",,,,,,,1,",,W"
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,6/21/2023,4.47,",,W",,,0,",,W,2400",,,76,",,W",51,",,W",130,",,W",130,",,W",13,",,W",14.1,",,W",,,,,,,,
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,6/22/2023,6.49,",,W",,,0,",,W,2400",,,71,",,W",51,",,W",250,",,W",260,",,W",19.9,",,W",23.9,",,W",,,,,,,,
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,6/23/2023,6.26,",,W",,,0,",,W,2400",,,71,",,W",49,",,W",260,",,W",250,",,W",18.1,",,W",23,",,W",,,,,,,,
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,6/24/2023,4.25,",,W",,,0,",,W,2400",,,73,",,W",53,",,W",260,",,W",250,",,W",14.1,",,W",17,",,W",,,,,,,,
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,6/25/2023,6.26,",,W",,,0,",,W,2400",,,74,",,W",51,",,W",240,",,W",250,",,W",15,",,W",18.1,",,W",,,,,,,,
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,6/26/2023,6.26,",,W",,,0,",,W,2400",,,74,",,W",53,",,W",130,",,W",130,",,W",16.1,",,W",19.9,",,W",,,,,,,1,",,W"
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,6/27/2023,5.82,",,W",,,0,",,W,2400",,,73,",,W",53,",,W",240,",,W",240,",,W",16.1,",,W",18.1,",,W",,,,,,,,
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,6/28/2023,6.49,",,W",,,0,",,W,2400",,,71,",,W",55,",,W",130,",,W",130,",,W",15,",,W",18.1,",,W",,,,,,,,
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,6/29/2023,6.71,",,W",,,0,",,W,2400",,,70,",,W",54,",,W",110,",,W",250,",,W",13,",,W",16.1,",,W",1,",,W",,,,,,
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,6/30/2023,6.26,",,W",,,0,",,W,2400",,,69,",,W",58,",,W",240,",,W",250,",,W",15,",,W",17,",,W",1,",,W",,,,,1,",,W"
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,7/1/2023,6.71,",,W",,,0,",,W,2400",,,69,",,W",58,",,W",250,",,W",260,",,W",14.1,",,W",17,",,W",1,",,W",,,,,1,",,W"
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,7/2/2023,6.49,",,W",,,0,",,W,2400",,,70,",,W",58,",,W",260,",,W",250,",,W",17,",,W",21,",,W",1,",,W",,,,,1,",,W"
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,7/3/2023,4.92,",,W",,,0,",,W,2400",,,70,",,W",58,",,W",140,",,W",130,",,W",10.1,",,W",13,",,W",1,",,W",,,,,1,",,W"
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,7/4/2023,8.95,",,W",,,0,",,W,2400",,,68,",,W",58,",,W",260,",,W",260,",,W",17,",,W",21,",,W",1,",,W",,,,,1,",,W"
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,7/5/2023,6.71,",,W",,,0,",,W,2400",,,69,",,W",56,",,W",240,",,W",230,",,W",16.1,",,W",19,",,W",1,",,W",,,,,1,",,W"
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,7/6/2023,6.71,",,W",,,0,",,W,2400",,,71,",,W",54,",,W",150,",,W",120,",,W",15,",,W",19,",,W",1,",,W",,,,,1,",,W"
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,7/7/2023,5.37,",,W",,,0,",,W,2400",,,69,",,W",53,",,W",160,",,W",160,",,W",12.1,",,W",14.1,",,W",1,",,W",,,,,1,",,W"
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,7/8/2023,5.59,",,W",,,0,",,W,2400",,,70,",,W",53,",,W",120,",,W",130,",,W",16.1,",,W",21,",,W",1,",,W",,,,,1,",,W"
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,7/9/2023,5.14,",,W",,,0,",,W,2400",,,75,",,W",54,",,W",130,",,W",140,",,W",15,",,W",18.1,",,W",1,",,W",,,,,1,",,W"
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,7/10/2023,6.71,",,W",,,0,",,W,2400",,,74,",,W",57,",,W",260,",,W",260,",,W",15,",,W",17,",,W",,,,,,,,
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,7/11/2023,4.7,",,W",,,0,",,W,2400",,,68,",,W",57,",,W",250,",,W",240,",,W",13,",,W",15,",,W",1,",,W",1,",,W",,,1,",,W"
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,7/12/2023,4.7,",,W",,,0,",,W,2400",,,75,",,W",56,",,W",230,",,W",250,",,W",10.1,",,W",12.1,",,W",1,",,W",1,",,W",,,1,",,W"
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,7/13/2023,5.82,",,W",,,0,",,W,2400",,,77,",,W",58,",,W",130,",,W",120,",,W",13,",,W",16.1,",,W",1,",,W",,,,,1,",,W"
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,7/14/2023,4.7,",,W",,,0,",,W,2400",,,78,",,W",56,",,W",140,",,W",140,",,W",10.1,",,W",13,",,W",,,,,,,1,",,W"
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,7/15/2023,4.7,",,W",,,0,",,W,2400",,,75,",,W",58,",,W",130,",,W",130,",,W",10.1,",,W",13,",,W",1,",,W",,,,,1,",,W"
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,7/16/2023,4.47,",,W",,,0,",,W,2400",,,74,",,W",58,",,W",240,",,W",240,",,W",12.1,",,W",14.1,",,W",1,",,W",1,",,W",,,1,",,W"
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,7/17/2023,4.92,",,W",,,0,",,W,2400",,,74,",,W",60,",,W",250,",,W",250,",,W",12.1,",,W",14.1,",,W",1,",,W",,,,,,
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,7/18/2023,4.7,",,W",,,0,",,W,2400",,,75,",,W",61,",,W",260,",,W",240,",,W",14.1,",,W",16.1,",,W",1,",,W",,,,,1,",,W"
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,7/19/2023,5.14,",,W",,,0,",,W,2400",,,77,",,W",60,",,W",240,",,W",250,",,W",12.1,",,W",14.1,",,W",1,",,W",1,",,W",,,1,",,W"
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,7/20/2023,4.03,",,W",,,0,",,W,2400",,,78,",,W",58,",,W",140,",,W",260,",,W",12.1,",,W",15,",,W",,,,,,,1,",,W"
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,7/21/2023,6.04,",,W",,,0,",,W,2400",,,75,",,W",62,",,W",140,",,W",150,",,W",14.1,",,W",16.1,",,W",1,",,W",,,,,1,",,W"
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,7/22/2023,7.16,",,W",,,0,",,W,2400",,,75,",,W",60,",,W",140,",,W",120,",,W",16.1,",,W",19,",,W",1,",,W",1,",,W",,,1,",,W"
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,7/23/2023,7.61,",,W",,,0,",,W,2400",,,76,",,W",61,",,W",130,",,W",130,",,W",17,",,W",21,",,W",1,",,W",1,",,W",,,1,",,W"
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,7/24/2023,5.82,",,W",,,0,",,W,2400",,,75,",,W",62,",,W",240,",,W",240,",,W",16.1,",,W",19,",,W",1,",,W",1,",,W",,,1,",,W"
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,7/25/2023,5.59,",,W",,,0,",,W,2400",,,82,",,W",63,",,W",260,",,W",260,",,W",15,",,W",18.1,",,W",1,",,W",,,,,1,",,W"
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,7/26/2023,5.14,",,W",,,0,",,W,2400",,,82,",,W",61,",,W",240,",,W",240,",,W",10.1,",,W",15,",,W",,,,,,,1,",,W"
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,7/27/2023,4.92,",,W",,,0,",,W,2400",,,79,",,W",61,",,W",130,",,W",200,",,W",10.1,",,W",13,",,W",1,",,W",,,,,1,",,W"
USW00023190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",34.4241,-119.84249,2.5,7/28/2023,4.47,",,W",,,0,",,W,2400",,,80,",,W",62,",,W",140,",,W",150,",,W",10.1,",,W",14.1,",,W",1,",,W",,,,,1,",,W"
